status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
5550296508_10157342931131509,"It could take ""months as opposed to weeks or days"" to restore power in Puerto Rico after Hurricane Maria, Gov. Ricardo Rossello says http://cnn.it/2wzlv3R",Puerto Rico governor: Power could be out for months,video,https://www.facebook.com/cnn/videos/10157342931131509/,2017-09-20 23:15:39,10736,464,4762,2979,42,1745,16,5938,16,0
5550296508_10157342902421509,The computer hasn't been bolstered with extra protection and can function just fine,It works! A supercomputer built for Earth is running just fine in space,link,http://cnn.it/2fkpQRb,2017-09-20 23:02:18,460,32,40,389,27,35,7,1,1,0
5550296508_10157342833306509,"Hurricane Maria's first victim was Dominica, and it was clear from above that the storm showed absolutely no mercy.",Dominica knocked to its knees by Hurricane Maria's might,link,http://cnn.it/2hjCQXW,2017-09-20 22:31:04,3234,84,462,1227,23,182,3,1791,8,0
5550296508_10157342795776509,"Search and rescue teams have made contact with a girl trapped in the rubble of a Mexico City school that collapsed after an earthquake, a CNN affiliate reported http://cnn.it/2wzM6xG","Rescue team contacts girl trapped in rubble, report says",video,https://www.facebook.com/cnn/videos/10157342795776509/,2017-09-20 22:16:37,5594,221,736,1954,201,110,5,3316,8,0
5550296508_10157342755846509,Ivanka Trump opens up about the time after the birth of her children,Ivanka Trump reveals postpartum depression struggle,link,http://cnn.it/2hkkVwq,2017-09-20 22:01:31,2979,1705,160,1816,67,61,752,188,95,0
5550296508_10157342680396509,Several well-known advocacy and industry groups have voiced concerns -- here's a list,These groups are not happy with the latest Obamacare repeal effort,link,http://cnn.it/2xTfGyD,2017-09-20 21:30:21,871,166,184,726,62,20,37,17,9,0
5550296508_10157342608436509,"Apple chief Tim Cook is ""personally shocked"" that DACA -- something he has been an ardent supporter of -- is even up for debate. http://cnn.it/2fitA5x","Tim Cook: I'm ""personally shocked"" there's even a debate on DACA",video,https://www.facebook.com/cnn/videos/10157342608436509/,2017-09-20 21:01:35,4986,621,935,4182,634,27,95,26,22,0
5550296508_10157342489901509,"GOP Gov. John Kasich panned the latest health care ""repeal and replace"" effort, telling Anderson Cooper he feels it's no better than earlier attempts http://cnn.it/2yeBX61",John Kasich on GOP health care bill,video,https://www.facebook.com/cnn/videos/10157342489901509/,2017-09-20 20:31:43,2388,454,383,2050,137,37,78,24,62,0
5550296508_10157342426536509,"Paul Manafort offered to brief a Russian billionaire on the 2016 election two weeks before Donald J. Trump accepted the nomination, sources told The Washington Post.",Report: Manafort offered to brief Russian billionaire on election,link,http://cnn.it/2yeZ5RF,2017-09-20 20:10:04,1628,436,184,768,18,258,73,22,489,0
5550296508_10157342374371509,"Two weeks later, Hurricane Maria is on a similar path as Irma",How Hurricane Maria's path compares to Irma's,link,http://cnn.it/2yesmMp,2017-09-20 19:51:04,1076,76,122,674,20,143,6,230,3,0
5550296508_10157342292216509,"Rescue crews believe an 8-year-old girl is alive and still trapped in the rubble of a collapsed school after a powerful earthquake that struck in central Mexico, CNN's Miguel Marquez reports http://cnn.it/2xwqNwh",Search continues for girl in rubble of collapsed school,video,https://www.facebook.com/cnn/videos/10157342292216509/,2017-09-20 19:21:49,6250,303,1290,2120,236,147,5,3740,2,0
5550296508_10157342235811509,Justice Ruth Bader Ginsburg looked out at the first year law class she was about to address at Georgetown Law and smiled broadly after being told the majority of the class were women,'Flaming feminist litigator' Ruth Bader Ginsburg sets up Supreme Court term,link,http://cnn.it/2fC1v64,2017-09-20 19:00:34,11190,332,625,8996,2084,26,71,4,9,0
5550296508_10157342148721509,"Footage out of Caguas, Puerto Rico, shows multiple cars flooded while a siren rings in the background due to Hurricane Maria http://cnn.it/2xi73dN","Cars flood in Caguas, Puerto Rico from Hurricane Maria",video,https://www.facebook.com/cnn/videos/10157342148721509/,2017-09-20 18:30:49,23005,1511,11977,6398,77,4976,23,11496,35,0
5550296508_10157342066171509,"Roofs blown off, flooded streets, shattered windows, debris and remnants of palm trees strewn about. It was the strongest hurricane to hit the island since 1932",Puerto Rico: 11 years in recession and now no electricity,link,http://cnn.it/2xj3XGi,2017-09-20 18:00:24,4964,190,1031,1363,43,344,7,3193,14,0
5550296508_10157342010971509,"Special counsel Robert Mueller has requested documents and information covering a range of events from President Donald J. Trump's White House, including two firings and an Oval Office meeting, sources familiar with the matter said",Special counsel asks WH for documents pertaining to Trump presidency,link,http://cnn.it/2hg4c0X,2017-09-20 17:40:03,3894,677,339,3059,552,62,200,1,20,0
5550296508_10157341882696509,"People in Mexico have come together to search for survivors after a major earthquake, often raising a hand, asking for silence to listen for sounds of life http://cnn.it/2yegOsv",Rescue efforts begin after Mexico earthquake,video,https://www.facebook.com/cnn/videos/10157341882696509/,2017-09-20 17:00:54,13284,434,3173,6405,1412,154,12,5281,20,0
5550296508_10157341763856509,"Puerto Rico was pounded by Hurricane Maria. At one point it knocked out power to the entire island, according to a government official",In pictures: Hurricane Maria pummels Puerto Rico,link,http://cnn.it/2hjzVe9,2017-09-20 16:30:10,952,76,182,445,42,63,2,400,0,0
5550296508_10157341626621509,Images from the International Space Station capture dramatic views of Hurricane Maria as it churns through the Caribbean http://cnn.it/2xQUol5,Hurricane Maria in the Caribbean from space,video,https://www.facebook.com/cnn/videos/10157341626621509/,2017-09-20 16:00:39,3539,212,1188,2132,75,1124,10,196,2,0
5550296508_10157341527841509,President Donald J. Trump regularly mentions he and his friends' business ventures in speeches and that has not stopped at the United Nations,Trump to African leaders: 'So many' of my friends are going to Africa 'to get rich',link,http://cnn.it/2hj9SUq,2017-09-20 15:30:37,4409,1089,608,1400,78,237,582,163,1949,0
5550296508_10157341426671509,Job growth was actually better last year than it is now.,Trump tells UN that US job growth is best 'in a long time.' That's not true.,link,http://cnn.it/2fhREFx,2017-09-20 15:00:36,7582,1814,1702,3362,97,217,2642,158,1106,0
5550296508_10157341322436509,"The island of Puerto Rico is completely without electricity, a spokesman for the governor's office said",Hurricane Maria knocks out power to island of Puerto Rico,link,http://cnn.it/2fj91Wv,2017-09-20 14:30:25,5627,206,1641,1603,56,616,8,3333,11,0
5550296508_10157341247001509,We are at the elementary school in Mexico City where rescuers are searching for survivors after a deadly earthquake devastated the area http://cnn.it/2xS78Yy,Rescue at Mexico City school,video,https://www.facebook.com/cnn/videos/10157341247001509/,2017-09-20 14:14:59,13898,3220,2923,3287,992,219,28,9335,37,0
5550296508_10157341188286509,"During rescue efforts in Mexico, all of a sudden someone raises a fist and the yelling and scraping of concrete comes to a stop. Others raise their hands signaling for silence - a life could be in the balance","In the aftermath of an earthquake, silence can save lives",video,https://www.facebook.com/cnn/videos/10157341188286509/,2017-09-20 14:00:51,4481,212,697,2422,393,91,3,1570,2,0
5550296508_10157341135596509,We’re tracking Hurricane Maria’s path just off the northwest coast of Puerto Rico. Follow live updates: http://cnn.it/2hiPFOl,,video,https://www.facebook.com/cnn/videos/10157341135596509/,2017-09-20 13:51:16,5286,1252,2085,2559,162,909,30,1582,44,0
5550296508_10157341060971509,"A rescue worker raises a fist in the air. Everyone falls absolutely silent. They're listening for signs of life, buried beneath the rubble of Mexico's deadly earthquake. http://cnn.it/2hjatFw",Earthquake rescue workers signal for silence in attempt to hea...,video,https://www.facebook.com/cnn/videos/10157341060971509/,2017-09-20 13:30:31,2329,183,321,1070,219,38,5,996,1,0
5550296508_10157341008576509,"""When I see people trying to undo that hard-won progress, for the 50th or 60th time, with bills that would raise costs or reduce coverage...it is aggravating,"" former President Barack Obama slams the Senate GOP's proposal to replace Obamacare http://cnn.it/2hjBW9Q",Obama: There are no practical benefits to GOP health care prop...,video,https://www.facebook.com/cnn/videos/10157341008576509/,2017-09-20 13:17:01,24457,2961,4398,18722,4719,43,580,143,250,0
5550296508_10157340952751509,"First responders sing ""Cielito Lindo,"" a traditional Mexican song, during a rescue mission in Tampico, Mexico after a powerful 7.1-magnitude earthquake http://cnn.it/2xwlFrR","First responders sing ""Cielito Lindo"" during a rescue mission ...",video,https://www.facebook.com/cnn/videos/10157340952751509/,2017-09-20 13:00:49,3686,192,797,1956,949,39,4,738,0,0
5550296508_10157340881366509,"Former President Barack Obama called climate change the ""threat that may define the contours of this century more than any other"" at an event hosted by the Bill & Melinda Gates Foundation http://cnn.it/2xi0Xu0",Obama speaks on climate change at Gates Foundation event,video,https://www.facebook.com/cnn/videos/10157340881366509/,2017-09-20 12:46:53,9630,1396,872,7395,1757,21,347,31,79,0
5550296508_10157340777336509,"In the destruction, rescuers found the bodies of 21 schoolchildren and four adults. Now, the community is waiting for word on the dozens more still missing.","In a collapsed Mexico school, a community digs for signs of life",link,http://cnn.it/2xRVw8a,2017-09-20 12:29:06,4164,179,443,973,90,46,8,3043,4,0
5550296508_10157340764486509,We’re watching President Trump meet with African leaders at the Lotte New York Palace Hotel,,video,https://www.facebook.com/cnn/videos/10157340764486509/,2017-09-20 12:27:26,5711,4370,4675,2926,751,85,241,125,1583,0
5550296508_10157340588951509,"Democratic Congressman Luis V. Gutierrez, Rep. Raul M. Grijalva, and Congressman Adriano Espaillat were arrested on civil disobedience charges.",Congressmen arrested protesting at Trump Tower,link,http://cnn.it/2xPziUn,2017-09-20 12:00:31,3839,533,533,2289,451,557,260,75,207,0
5550296508_10157340402771509,We’re watching former President Barack Obama deliver keynote remarks at an event hosted by the Gates Foundation in New York City http://cnn.it/2jJR0Cj,Former President Obama speaks at event in New York,video,https://www.facebook.com/cnn/videos/10157340402771509/,2017-09-20 11:58:04,40956,15451,8191,18551,20658,151,446,114,1036,0
5550296508_10157340414721509,"We’re watching first lady Melania Trump speak at a United Nations luncheon, where she is expected to highlight a variety of issues facing children around the world http://cnn.it/2xifsOf",,video,https://www.facebook.com/cnn/videos/10157340414721509/,2017-09-20 11:38:39,9552,8330,894,3450,873,192,3143,241,1653,0
5550296508_10157340419311509,Mateer also argued that sanctioning same-sex marriage would lead to polygamy and bestiality,"Trump judicial nominee said transgender children are part of 'Satan's plan', defended 'conversion therapy'",link,http://cnn.it/2xvyUZT,2017-09-20 11:30:38,5282,1166,1032,905,71,324,348,167,3467,0
5550296508_10157340335351509,"The one-week total could cost up to $60,000","HHS secretary took 5 private jets for work trips last week, according to report",link,http://cnn.it/2xhcGc9,2017-09-20 11:05:08,3204,669,456,698,20,268,79,38,2101,0
5550296508_10157340185836509,Maria is currently a Category 4 storm. Here's some of the damage it's caused in the Caribbean so far http://cnn.it/2fiVSwI,Hurricane Maria makes landfall in Puerto Rico with 155-mph winds,video,https://www.facebook.com/cnn/videos/10157340185836509/,2017-09-20 10:28:47,21038,1126,13045,9720,90,4304,40,6846,38,0
5550296508_10157340088716509,"This couple barely survived Hurricane Irma with their two children, but their nightmare isn't over yet",Family who survived Hurricane Irma now find themselves in Maria's path,link,http://cnn.it/2fijWjy,2017-09-20 10:01:53,1546,88,84,683,19,106,11,724,3,0
5550296508_10157340018726509,"Jimmy Kimmel says Sen. Bill Cassidy's new health care bill fails the ""Kimmel Test""",Jimmy Kimmel: The senator lied to my face,link,http://cnn.it/2fzMG4a,2017-09-20 09:45:16,1553,323,85,1223,68,34,49,42,137,0
5550296508_10157339952131509,"Aerial footage shows the catastrophic damage that Hurricane Maria brought to Dominica. 

Latest updates: http://cnn.it/2xwja92",Video shows damage in Dominica from Hurricane Maria,video,https://www.facebook.com/cnn/videos/10157339952131509/,2017-09-20 09:32:32,3398,243,1130,1147,16,383,4,1841,7,0
5550296508_10157339801946509,"We’re watching La Ocho beach in San Juan, Puerto Rico, which is currently being hit by Hurricane Maria (source: Surfline http://bit.ly/2jIDaQy)","Hurricane Maria in San Juan, Puerto Rico",video,https://www.facebook.com/cnn/videos/10157339801946509/,2017-09-20 09:05:47,11475,3796,3152,3762,602,1657,73,5297,84,0
5550296508_10157339799731509,It felt more like C-SPAN than late-night TV,How Jimmy Kimmel became the conscience of the health care fight,link,http://cnn.it/2xwhDQx,2017-09-20 09:03:24,5477,463,173,4710,623,12,119,1,12,0
5550296508_10157339631876509,"""This guy, Bill Cassidy, just lied right to my face."" Last night Jimmy Kimmel argued that Sen. Bill Cassidy's new health care bill fails the ""Kimmel Test"" http://cnn.it/2fACmsK",Kimmel: The senator lied to my face,video,https://www.facebook.com/cnn/videos/10157339631876509/,2017-09-20 08:31:32,5180,690,1073,3970,281,107,78,104,640,0
5550296508_10157339537246509,"For the second time in two weeks, a powerful earthquake struck Mexico, toppling buildings, cracking highways and killing hundreds of people.",Mexico had two major earthquakes this month. Here's why.,link,http://cnn.it/2jLaO8s,2017-09-20 08:08:38,4445,209,533,1769,23,244,5,2393,11,0
5550296508_10157339389636509,"Hurricane Maria's winds sound ""like a woman screaming at the top of her lungs,"" storm chaser Mike Theiss says. He's riding out the Cat. 4 storm in a hotel in Puerto Rico http://cnn.it/2xw5JGf","Hurricane Maria sounds ""like a woman screaming at the top of h...",video,https://www.facebook.com/cnn/videos/10157339389636509/,2017-09-20 07:31:01,9568,612,4880,4260,48,1744,35,3467,14,0
5550296508_10157339294196509,See the moment children were discovered and rescued from a school that collapsed after a deadly 7.1-magnitude earthquake hit southeast of Mexico City http://cnn.it/2hgtOeb,Moment kids found alive inside collapsed school,video,https://www.facebook.com/cnn/videos/10157339294196509/,2017-09-20 07:05:49,56420,3140,33067,11438,544,2918,35,41416,69,0
5550296508_10157339213736509,Hurricane Maria packs 155 mph winds as it roars into Puerto Rico. We’re tracking the path of the storm via CNN Weather,We're tracking Hurricane Maria,video,https://www.facebook.com/cnn/videos/10157339213736509/,2017-09-20 06:42:47,12612,1443,7657,6425,209,1891,31,4021,35,0
5550296508_10157339206321509,Hurricane Maria slams Puerto Rico as an aggressive Category 4 hurricane with 155mph sustained winds. Nick Paton Walsh reports live from inside the storm in Palmas del Mar  http://cnn.it/2xgqO5m,Hurricane Maria makes landfall in Puerto Rico,video,https://www.facebook.com/cnn/videos/10157339206321509/,2017-09-20 06:40:50,6599,366,2995,3024,45,980,8,2526,16,0
5550296508_10157339148176509,"Former Vice President Joe Biden again called out the Department of Education for its review of Barack Obama-era Title IX guidance, warning against backpedaling by President Donald J. Trump's administration.",Biden cites 'new challenges' in combating campus sexual assault,link,http://cnn.it/2ycMoa2,2017-09-20 06:20:08,967,276,78,852,68,3,28,12,4,0
5550296508_10157339135436509,JUST IN: Hurricane Maria makes landfall in Puerto Rico as a Cat. 4 storm with winds of 155 mph. It is the strongest hurricane to directly hit the island since 1932 http://cnn.it/2xgmIdm,Hurricane Maria makes landfall in Puerto Rico,video,https://www.facebook.com/cnn/videos/10157339135436509/,2017-09-20 06:15:38,14273,857,11876,6073,74,2424,24,5657,21,0
5550296508_10157339093636509,"Two phrases stand out for CNN's Chris Cillizza: ""Totally destroy North Korea"" and ""Rocket Man."" Here's why.",The most Trumpian paragraph in Trump's very Trumpian UN speech,link,http://cnn.it/2fhFIUr,2017-09-20 06:00:55,1385,740,103,753,47,39,128,56,362,0
5550296508_10157339091406509,Drone footage shows the collapsed building in Mexico City after a 7.1-magnitude earthquake that has left more than 200 people dead http://cnn.it/2wxrMNi,Drone footage shows collapsed building after Mexico quake,video,https://www.facebook.com/cnn/videos/10157339091406509/,2017-09-20 06:00:37,2881,117,595,1013,15,225,5,1617,6,0
5550296508_10157339025026509,"At a food bank in one of Germany’s wealthiest areas, growing poverty is sparking anger ahead of the country's upcoming elections",Germany’s hidden hunger: On the breadline in Europe’s richest country,link,http://cnn.it/2xgfxSD,2017-09-20 05:30:13,431,88,68,320,12,41,7,49,2,0
5550296508_10157338947341509,"The news about Manafort ""doesn't even come close to proving that Trump's claim was or is right,"" CNN's Chris Cillizza writes.",Cillizza: Trump still has no evidence that his wiretapping claim was right,link,http://cnn.it/2heSpQr,2017-09-20 05:01:35,1178,639,53,861,42,14,229,2,30,0
5550296508_10157338880601509,"North Korea should be kicked out of the United Nations, GOP Senator Cory Gardner says",US senator launches push to expel North Korea from UN,link,http://cnn.it/2xv0jv7,2017-09-20 04:40:06,1592,328,98,1319,72,27,116,14,44,0
5550296508_10157338841391509,Why was it so easy for the Russians to buy ads on Facebook? http://cnn.it/2xOAHKx,How Russians bought ads on Facebook,video,https://www.facebook.com/cnn/videos/10157338841391509/,2017-09-20 04:20:39,879,536,290,575,24,92,108,12,68,0
5550296508_10157338800971509,"Federal agencies, state officials and members of Congress are now probing Equifax over its data security practices",Equifax's legal and government troubles keep piling up,link,http://cnn.it/2wwyaEy,2017-09-20 04:01:07,356,49,55,298,17,24,8,2,7,0
5550296508_10157338781761509,"Mexico earthquake | What you need to know

• A 7.1-magnitude earthquake hit southeast of Mexico City -- the country's capital -- Tuesday afternoon local time. 
• Mexican President Enrique Peña Nieto said the country is facing a ""national emergency.""
• More than 200 people have been killed in Mexico City, including many children after an elementary school collapsed on top of them. 
• Dozens of people are still missing.",Live updates on powerful 7.1-magnitude Mexico earthquake,link,http://cnn.it/2fhAvvI,2017-09-20 03:49:47,4228,285,676,1531,33,84,3,2569,8,0
5550296508_10157338731886509,"President Donald J. Trump's pick for US ambassador to Russia told lawmakers there is ""no question Russia interfered in the US election last summer.""",Huntsman: No question Russia interfered in US election,link,http://cnn.it/2wwM5L6,2017-09-20 03:20:04,3428,476,476,2729,69,283,255,16,76,0
5550296508_10157338701741509,"Yes, 1 followed by 12 zeros.","Norway's giant pension fund is now worth $1,000,000,000,000",link,http://cnn.it/2ycAHAd,2017-09-20 03:01:11,10226,502,1899,7618,492,2040,60,14,2,0
5550296508_10157338632986509,"""When the earthquake hit, I was on a moving plane on the runway at Mexico City airport,"" writes Alice Driver for CNN Opinion.","Trapped on the tarmac, watching Mexico City shake",link,http://cnn.it/2xQiY5J,2017-09-20 02:30:24,1661,64,115,922,15,155,3,564,2,0
5550296508_10157338578051509,"Hurricane Maria’s storm winds are felt in San Juan, Puerto Rico, on Tuesday night as the category 5 storm hurtles towards the Caribbean island http://cnn.it/2fjfFMK","Hurrricane Maria's storm winds felt in San Juan, Puerto Rico",video,https://www.facebook.com/cnn/videos/10157338578051509/,2017-09-20 02:01:41,4301,214,1457,2406,36,505,11,1339,4,0
5550296508_10157338540861509,More than 200 people have been confirmed dead in Mexico earthquake as rescuers dig through the night to find survivors. http://cnn.it/2xvXtWD,Central Mexico earthquake kills more than 240,video,https://www.facebook.com/cnn/videos/10157338540861509/,2017-09-20 01:45:51,26772,831,8843,6150,81,1556,26,18910,49,0
5550296508_10157338511556509,"69-year old Toys''R''Us was once the mecca of kids' gifts, but was eventually overtaken by Walmart and Amazon.com.",Toys 'R' Us files for bankruptcy,link,http://cnn.it/2xPYEkO,2017-09-20 01:31:10,5208,656,1264,1867,32,937,48,2304,20,0
5550296508_10157338483641509,No American President has ever spoken to the world like this.,This is global Trumpism,link,http://cnn.it/2wv8iZY,2017-09-20 01:20:06,14968,3933,1402,6322,516,387,1197,1061,5485,0
5550296508_10157338434206509,"The chant, most often used as a rallying cry for people protesting oppression, had been appropriated by those in authority",How the iconic 'Whose streets? Our streets!' chant has been co-opted,link,http://cnn.it/2xgowmL,2017-09-20 01:01:14,473,154,24,336,39,8,48,5,37,0
5550296508_10157338367396509,"Rescue workers search through rubble in Mexico City, after a 7.1-magnitude earthquake toppled buildings in the Mexican capital http://cnn.it/2xh9k8O",,video,https://www.facebook.com/cnn/videos/10157338367396509/,2017-09-20 00:40:34,1981,159,432,763,33,84,4,1090,7,0
5550296508_10157338345461509,,CNN International,video,https://www.facebook.com/cnninternational/videos/10155721005814641/,2017-09-20 00:32:54,265,54,1,232,18,3,8,0,4,0
5550296508_10157338295541509,Jimmy Kimmel didn't pull any punches when it came to the Senate's new health care bill and US Sen. Bill Cassidy.,"Jimmy Kimmel takes on new health care bill, says Sen. Cassidy lied 'right to my face'",link,http://cnn.it/2xvRD7F,2017-09-20 00:20:07,7737,422,855,6540,545,105,44,104,399,0
5550296508_10157338221306509,Hurricane Maria is expected to make a direct hit on Puerto Rico with wind speeds up to 175 mph. http://cnn.it/2hfJgao,Puerto Rico braces for direct hit from Maria,video,https://www.facebook.com/cnn/videos/10157338221306509/,2017-09-20 00:00:38,2671,149,743,1151,23,369,6,1115,7,0
5550296508_10157338169346509,California Governor Jerry Brown says China is doing more to stop climate change than the US. http://cnn.it/2wwVxhy,Gov: China doing more on climate change than US,video,https://www.facebook.com/cnn/videos/10157338169346509/,2017-09-19 23:40:46,4879,1605,944,3826,255,93,559,80,66,0
5550296508_10157338133171509,Hear what these people had to say about the first time they learned about sex and check out a multi part series This Is Sex With Lisa Ling http://money.cnn.com/this-is-sex-with-lisa-ling/,We asked these people about the first time they learned about sex,video,https://www.facebook.com/cnn/videos/10157338133171509/,2017-09-19 23:22:01,282,69,41,232,13,6,31,0,0,0
5550296508_10157338089931509,"Many people in Texas, Florida and the Caribbean continue to feel the impact of hurricanes Harvey and Irma in unseen, dramatic ways",The psychological aftermath of hurricanes,link,http://cnn.it/2xgCkxs,2017-09-19 23:00:21,601,46,107,373,17,13,2,195,1,0
5550296508_10157338027501509,"Too few new antibiotics are under development to combat the threat of multidrug-resistant infections, according to a new World Health Organization (WHO) report.","The world is running out of antibiotics, WHO says",link,http://cnn.it/2hfU9sG,2017-09-19 22:30:20,1171,174,573,751,16,206,12,169,17,0
5550296508_10157337931951509,Some saw President Donald J. Trump's phrasing as a clear message and others said it may deepen confusion about what would exactly prompt the US to strike,UN wonders if Trump's North Korea threat is bluster,link,http://cnn.it/2fz8g8Y,2017-09-19 22:00:03,838,479,65,552,36,23,31,30,166,0
5550296508_10157337882386509,"""We are expecting a very tough hurricane -- the worst hurricane in modern history in Puerto Rico,"" Gov. Ricardo Rossello says of Puerto Rico's preparations for Hurricane Maria http://cnn.it/2hgYOXT",Puerto Rico governor on preparations for Hurricane Maria,video,https://www.facebook.com/cnn/videos/10157337882386509/,2017-09-19 21:45:44,9503,540,3916,3742,73,1074,12,4583,19,0
5550296508_10157337843591509,"The ground began to shake, and the realization hit: This was not a drill","Hours after an earthquake drill, the real thing struck",link,http://cnn.it/2xfyJQx,2017-09-19 21:31:07,2484,95,225,1112,26,221,2,1119,4,0
5550296508_10157337748411509,The RNC's payments toward some of the legal fees associated with the Russia probe come despite President Donald J. Trump's claims that his net worth is in excess of $10 billion.,"RNC covering more than $230,000 in Trump legal fees",link,http://cnn.it/2ficPaL,2017-09-19 21:01:30,3544,995,658,1020,35,281,858,60,1290,0
5550296508_10157337710366509,"We're with will.i.am and Global Goalkeeper award winner Laura Ulloa, who was kidnapped as a child by FARC guerillas. Now she helps rehabilitate former fighters into the community. Send us your questions!",We're with will.i.am and Global Goalkeeper award winner Laura ...,video,https://www.facebook.com/cnn/videos/10157337710366509/,2017-09-19 20:52:25,1122,273,119,883,180,32,8,7,12,0
5550296508_10157337653481509,"Category 5 Hurricane Maria has leveled off at an ""extreme level of intensity,"" says a NOAA Hurricane Hunters flight director. That's ""just about as bad as you could get"" for Puerto Rico, he warns. http://cnn.it/2hen2FA",NOAA flight director on Maria's intensity,video,https://www.facebook.com/cnn/videos/10157337653481509/,2017-09-19 20:31:38,11975,781,5609,4028,55,1982,17,5866,27,0
5550296508_10157337565961509,"Hurricane Maria went from Category 1 to Category 5 in just 15 hours. Usually only two storms rapidly intensify in a year, but it's happened four times in the last month. http://cnn.it/2fh0kMq",'Rapid intensification' fuels major Atlantic hurricanes in 2017,video,https://www.facebook.com/cnn/videos/10157337565961509/,2017-09-19 20:01:43,4167,290,2171,2336,27,876,7,907,14,0
5550296508_10157337459841509,"""Rocket Man is on a suicide mission for himself,"" President Donald J. Trump said",Trump to UN: 'Rocket Man is on a suicide mission',link,http://cnn.it/2hgryzO,2017-09-19 19:30:42,2346,854,212,1242,142,67,272,50,573,0
5550296508_10157337384656509,The broad timeframe is a sign of the pressure special counsel Robert Mueller’s team is placing on Donald J. Trump's former campaign chairman.,Mueller team's Manafort focus spans 11 years,link,http://cnn.it/2wwJ5hw,2017-09-19 19:07:35,1093,279,69,843,84,108,47,2,9,0
5550296508_10157337358456509,"A magnitude-7.1 earthquake rocked central Mexico, killing more than 100 people, leveling buildings and knocking out power to millions. These photos show scenes from the aftermath. http://cnn.it/2fhscQH",Photos from CNN's post,photo,https://www.facebook.com/cnn/photos/a.369810096508.159795.5550296508/10157337356621509/?type=3,2017-09-19 19:00:55,43184,1576,8468,12527,169,2064,43,28321,60,0
5550296508_10157337263896509,Recall alert: Some Ram trucks may be fitted with a water-pump bearing that could overheat and possibly cause a fire in the engine compartment,"Fiat Chrysler recalls nearly 500,000 pickup trucks",link,http://cnn.it/2fifdhI,2017-09-19 18:30:16,515,221,445,325,30,107,46,3,4,0
5550296508_10157337162391509,"A violent magnitude-7.1 earthquake rocks Mexico, killing dozens, toppling buildings and interrupting electricity service to 3.8 million http://cnn.it/2fy2oMT",Violent earthquake rocks Mexico killing dozens,video,https://www.facebook.com/cnn/videos/10157337162391509/,2017-09-19 18:00:39,23339,1367,10064,7259,73,3921,18,12030,38,0
5550296508_10157337063536509,"The picture was shared on Snapchat with the caption ""What we do to Daniel,"" referring to their opponents, Daniel High School",South Carolina students punished for spelling 'rape' with letters sprayed on their chests,link,http://cnn.it/2ycvUiv,2017-09-19 17:29:01,1086,152,86,635,52,114,30,29,226,0
5550296508_10157336962271509,"President Donald J. Trump's personal attorney released his statement to the media. As a result, he may have to testify in public",Senate panel calls for public hearing with Trump lawyer after closed-door meeting scrapped,link,http://cnn.it/2hgMREX,2017-09-19 17:00:37,1335,198,94,921,85,24,294,7,4,0
5550296508_10157336817856509,"“It’s a bill to end Medicaid as we know it and let the governors do the dirty work,"" Sen. Chuck Schumer said of the Graham-Cassidy bill to repeal Obamacare http://cnn.it/2ybF0Ml",Schumer on Graham-Cassidy bill: It will end Medicaid as we kno...,video,https://www.facebook.com/cnn/videos/10157336817856509/,2017-09-19 16:29:49,4074,1073,1273,1969,66,88,82,484,1385,0
5550296508_10157336722906509,Here is where Republicans stand with what appears to be the last effort to repeal Obamacare,How Republicans senators say they'll vote on Graham-Cassidy health care bill,link,http://cnn.it/2fgY87N,2017-09-19 16:00:47,1541,335,177,501,49,27,13,45,906,0
5550296508_10157336612536509,"Not one, not two, but three people stepped over him or walked around him to use the ATMs",Germany convicts 3 for not helping an elderly man who collapsed,link,http://cnn.it/2jHTzos,2017-09-19 15:29:06,6731,237,617,4483,168,570,11,1239,260,0
5550296508_10157336546061509,"A co-sponsor of the bill vowed that it did pass the ""Kimmel Test,"" a reference to the late-night host's emotional monologue about his son",Kimmel suggests Graham-Cassidy health care bill fails 'Kimmel Test',link,http://cnn.it/2yaJ2oc,2017-09-19 15:14:01,1248,201,87,1017,106,18,47,33,27,0
5550296508_10157336439666509,"BREAKING: A magnitude-7.1 earthquake struck the central Mexican state of Puebla. It was felt in the center of Mexico City, 75 miles from the epicenter","7.1 earthquake rocks Mexico City, central Mexico",link,http://cnn.it/2fxEi54,2017-09-19 14:42:15,14533,625,5416,4830,67,2485,19,7097,35,0
5550296508_10157336401416509,French President Emmanuel Macron says he wants to convince US President Donald J. Trump to reverse his stated decision to pull out of the 2015 international Paris accord http://cnn.it/2fhypwb,Macron on climate change and Trump,video,https://www.facebook.com/cnn/videos/10157336401416509/,2017-09-19 14:30:40,3867,983,497,3246,374,23,178,19,27,0
5550296508_10157336303271509,It's the first time American life expectancy has dropped since 1993,Opioid ODs cut US life expectancy by 2.5 months,link,http://cnn.it/2heMhEg,2017-09-19 14:02:00,661,209,180,374,39,78,15,138,17,0
5550296508_10157336170926509,We’re with CNN’s Christiane Amanpour at the United Nations Headquarters to get her reaction to day 1 of the #UNGA. What would you like to know?,Ask Amanpour about the UNGA,video,https://www.facebook.com/cnn/videos/10157336170926509/,2017-09-19 13:39:12,1450,1076,324,1123,192,26,25,17,67,0
